Date,Person,Item
15-09-2000,510,poultry
15-09-2000,510,flour
16-09-2000,511,lunch meat
16-09-2000,511,eggs
16-09-2000,511,pasta
16-09-2000,511,tortillas
16-09-2000,511,hand soap
16-09-2000,511,yogurt
16-09-2000,511,dinner rolls
16-09-2000,511,dishwashing liquid/detergent
16-09-2000,511,spaghetti sauce
16-09-2000,511,tortillas
16-09-2000,511,pasta
16-09-2000,511,spaghetti sauce
16-09-2000,511,individual meals
16-09-2000,511,ice cream
16-09-2000,511,pork
16-09-2000,511,vegetables
16-09-2000,511,juice
16-09-2000,511,all- purpose
16-09-2000,511,sugar
16-09-2000,511,waffles
16-09-2000,511,aluminum foil
16-09-2000,511,bagels
16-09-2000,511,tortillas
16-09-2000,511,dinner rolls
16-09-2000,511,soda
16-09-2000,511,all- purpose
16-09-2000,512,soda
16-09-2000,512,milk
16-09-2000,512,coffee/tea
16-09-2000,512,fruits
16-09-2000,512,cereals
16-09-2000,512,eggs
16-09-2000,512,mixes
16-09-2000,512,poultry
16-09-2000,512,pork
16-09-2000,512,spaghetti sauce
16-09-2000,512,sandwich loaves
16-09-2000,512,pork
16-09-2000,512,beef
16-09-2000,512,mixes
16-09-2000,512,vegetables
16-09-2000,512,ketchup
16-09-2000,512,coffee/tea
16-09-2000,512,flour
16-09-2000,512,hand soap
16-09-2000,512,sandwich bags
16-09-2000,512,toilet paper
16-09-2000,512,sandwich bags
16-09-2000,512,soap
16-09-2000,512,flour
16-09-2000,512,cheeses
16-09-2000,512,yogurt
16-09-2000,512,sugar
16-09-2000,512,ketchup
16-09-2000,512,paper towels
16-09-2000,512,eggs
16-09-2000,512,all- purpose
16-09-2000,513,soda
16-09-2000,513,vegetables
16-09-2000,513,juice
16-09-2000,513,laundry detergent
16-09-2000,513,sugar
16-09-2000,513,sugar
16-09-2000,513,spaghetti sauce
16-09-2000,513,sugar
16-09-2000,513,yogurt
16-09-2000,513,spaghetti sauce
16-09-2000,513,beef
16-09-2000,513,soda
16-09-2000,513,ice cream
16-09-2000,513,toilet paper
16-09-2000,513,laundry detergent
16-09-2000,513,cereals
16-09-2000,513,dinner rolls
16-09-2000,513,laundry detergent
16-09-2000,513,flour
16-09-2000,513,dishwashing liquid/detergent
16-09-2000,513,mixes
16-09-2000,513,sugar
16-09-2000,513,pork
16-09-2000,513,milk
16-09-2000,513,poultry
16-09-2000,513,bagels
16-09-2000,513,aluminum foil
16-09-2000,513,ketchup
16-09-2000,514,tortillas
16-09-2000,514,vegetables
16-09-2000,514,individual meals
16-09-2000,514,shampoo
16-09-2000,514,tortillas
16-09-2000,514,vegetables
16-09-2000,514,cheeses
16-09-2000,514,vegetables
16-09-2000,514,individual meals
17-09-2000,515,beef
17-09-2000,515,sugar
17-09-2000,515,all- purpose
17-09-2000,515,ice cream
17-09-2000,515,shampoo
17-09-2000,515,shampoo
17-09-2000,515,ice cream
17-09-2000,515,poultry
17-09-2000,515,laundry detergent
17-09-2000,515,vegetables
17-09-2000,515,individual meals
18-09-2000,516,ice cream
18-09-2000,516,waffles
18-09-2000,516,all- purpose
18-09-2000,516,sugar
18-09-2000,516,coffee/tea
18-09-2000,516,individual meals
18-09-2000,516,mixes
18-09-2000,516,coffee/tea
18-09-2000,516,tortillas
19-09-2000,517,dinner rolls
19-09-2000,517,fruits
19-09-2000,517,juice
19-09-2000,517,poultry
19-09-2000,517,beef
19-09-2000,517,ketchup
19-09-2000,517,laundry detergent
19-09-2000,517,spaghetti sauce
19-09-2000,517,beef
19-09-2000,517,waffles
19-09-2000,517,soda
19-09-2000,517,soap
19-09-2000,517,sugar
19-09-2000,517,coffee/tea
19-09-2000,517,all- purpose
19-09-2000,517,juice
19-09-2000,517,eggs
19-09-2000,517,hand soap
19-09-2000,518,milk
19-09-2000,518,flour
19-09-2000,518,hand soap
19-09-2000,518,dishwashing liquid/detergent
19-09-2000,518,sandwich bags
19-09-2000,518,mixes
19-09-2000,518,tortillas
19-09-2000,518,hand soap
19-09-2000,518,yogurt
19-09-2000,518,pork
19-09-2000,518,flour
19-09-2000,518,coffee/tea
19-09-2000,518,pasta
19-09-2000,518,beef
19-09-2000,518,poultry
19-09-2000,518,pasta
19-09-2000,518,all- purpose
19-09-2000,518,soda
19-09-2000,518,laundry detergent
19-09-2000,518,individual meals
20-09-2000,519,ketchup
20-09-2000,519,spaghetti sauce
20-09-2000,519,aluminum foil
20-09-2000,519,eggs
20-09-2000,519,ice cream
20-09-2000,519,juice
20-09-2000,519,cereals
20-09-2000,519,sugar
20-09-2000,519,mixes
20-09-2000,519,paper towels
21-09-2000,520,pasta
21-09-2000,520,cheeses
21-09-2000,520,sandwich bags
21-09-2000,520,cereals
21-09-2000,520,juice
21-09-2000,520,lunch meat
21-09-2000,520,poultry
21-09-2000,520,fruits
21-09-2000,520,yogurt
21-09-2000,520,shampoo
21-09-2000,520,beef
21-09-2000,520,toilet paper
21-09-2000,520,sandwich loaves
21-09-2000,520,juice
21-09-2000,520,soap
21-09-2000,520,flour
21-09-2000,520,juice
21-09-2000,520,all- purpose
21-09-2000,520,dishwashing liquid/detergent
21-09-2000,520,hand soap
21-09-2000,520,ice cream
21-09-2000,520,paper towels
21-09-2000,520,laundry detergent
21-09-2000,520,mixes
21-09-2000,520,soap
21-09-2000,520,vegetables
21-09-2000,520,flour
21-09-2000,520,juice
21-09-2000,520,aluminum foil
22-09-2000,521,dinner rolls
22-09-2000,521,hand soap
22-09-2000,521,pasta
22-09-2000,521,bagels
22-09-2000,521,cheeses
22-09-2000,521,all- purpose
22-09-2000,521,mixes
22-09-2000,521,ketchup
22-09-2000,521,sandwich bags
22-09-2000,521,soda
22-09-2000,521,lunch meat
22-09-2000,521,spaghetti sauce
22-09-2000,521,beef
22-09-2000,521,fruits
22-09-2000,521,mixes
22-09-2000,521,hand soap
22-09-2000,521,sandwich bags
22-09-2000,521,laundry detergent
22-09-2000,521,tortillas
22-09-2000,521,shampoo
22-09-2000,521,butter
22-09-2000,521,paper towels
22-09-2000,521,bagels
22-09-2000,521,lunch meat
22-09-2000,521,pork
22-09-2000,521,butter
23-09-2000,522,pasta
23-09-2000,522,soda
23-09-2000,522,bagels
23-09-2000,522,sandwich loaves
23-09-2000,522,soap
23-09-2000,522,aluminum foil
23-09-2000,522,soda
23-09-2000,522,vegetables
23-09-2000,522,cereals
23-09-2000,522,paper towels
23-09-2000,522,aluminum foil
23-09-2000,522,juice
23-09-2000,522,individual meals
23-09-2000,522,aluminum foil
23-09-2000,522,shampoo
23-09-2000,522,spaghetti sauce
23-09-2000,522,tortillas
23-09-2000,522,dishwashing liquid/detergent
23-09-2000,522,toilet paper
23-09-2000,522,sandwich bags
23-09-2000,522,tortillas
23-09-2000,522,all- purpose
23-09-2000,522,hand soap
24-09-2000,523,toilet paper
24-09-2000,523,toilet paper
24-09-2000,523,aluminum foil
24-09-2000,523,coffee/tea
24-09-2000,523,vegetables
25-09-2000,524,lunch meat
25-09-2000,524,individual meals
25-09-2000,524,pasta
25-09-2000,524,toilet paper
25-09-2000,524,bagels
25-09-2000,524,cheeses
25-09-2000,524,bagels
25-09-2000,524,shampoo
25-09-2000,524,beef
25-09-2000,524,individual meals
25-09-2000,524,sandwich bags
25-09-2000,524,waffles
25-09-2000,524,butter
25-09-2000,524,milk
25-09-2000,524,flour
25-09-2000,524,soap
25-09-2000,524,ice cream
25-09-2000,524,ketchup
25-09-2000,524,vegetables
25-09-2000,524,eggs
25-09-2000,524,vegetables
25-09-2000,524,cheeses
25-09-2000,524,flour
25-09-2000,524,cheeses
25-09-2000,524,shampoo
25-09-2000,524,bagels
26-09-2000,525,tortillas
26-09-2000,525,vegetables
26-09-2000,525,individual meals
26-09-2000,525,toilet paper
26-09-2000,525,cereals
26-09-2000,525,sandwich loaves
26-09-2000,525,eggs
26-09-2000,525,fruits
26-09-2000,525,cereals
26-09-2000,525,coffee/tea
26-09-2000,525,waffles
26-09-2000,525,toilet paper
26-09-2000,525,cereals
26-09-2000,526,ice cream
26-09-2000,526,juice
26-09-2000,526,sugar
26-09-2000,526,fruits
26-09-2000,526,laundry detergent
26-09-2000,526,fruits
26-09-2000,526,bagels
26-09-2000,526,vegetables
26-09-2000,526,all- purpose
26-09-2000,526,coffee/tea
26-09-2000,526,ice cream
26-09-2000,526,pork
26-09-2000,526,cheeses
26-09-2000,526,milk
26-09-2000,526,toilet paper
26-09-2000,526,lunch meat
26-09-2000,526,vegetables
26-09-2000,526,hand soap
26-09-2000,526,eggs
26-09-2000,526,ketchup
26-09-2000,526,eggs
26-09-2000,526,eggs
27-09-2000,527,shampoo
27-09-2000,527,vegetables
27-09-2000,527,poultry
27-09-2000,527,vegetables
27-09-2000,527,flour
27-09-2000,527,poultry
27-09-2000,527,pasta
27-09-2000,527,cheeses
27-09-2000,527,yogurt
27-09-2000,527,pork
27-09-2000,527,all- purpose
27-09-2000,527,individual meals
27-09-2000,527,all- purpose
27-09-2000,527,lunch meat
27-09-2000,527,coffee/tea
27-09-2000,527,lunch meat
27-09-2000,527,juice
27-09-2000,527,mixes
27-09-2000,527,juice
27-09-2000,527,individual meals
27-09-2000,527,dinner rolls
27-09-2000,528,cheeses
27-09-2000,528,vegetables
27-09-2000,528,pasta
27-09-2000,528,mixes
27-09-2000,528,sandwich bags
27-09-2000,528,tortillas
27-09-2000,528,flour
27-09-2000,528,tortillas
27-09-2000,528,paper towels
27-09-2000,528,sugar
27-09-2000,528,bagels
27-09-2000,528,paper towels
27-09-2000,528,pasta
27-09-2000,528,pork
27-09-2000,528,butter
27-09-2000,528,pork
27-09-2000,528,flour
27-09-2000,528,fruits
27-09-2000,528,laundry detergent
27-09-2000,528,butter
27-09-2000,528,beef
27-09-2000,528,individual meals
27-09-2000,528,cereals
27-09-2000,528,shampoo
27-09-2000,528,paper towels
27-09-2000,528,beef
28-09-2000,529,aluminum foil
28-09-2000,529,vegetables
28-09-2000,529,ice cream
28-09-2000,529,flour
28-09-2000,529,sandwich loaves
28-09-2000,529,cereals
28-09-2000,529,ketchup
28-09-2000,529,sugar
28-09-2000,529,pasta
28-09-2000,529,cheeses
28-09-2000,529,pasta
28-09-2000,529,mixes
28-09-2000,529,laundry detergent
28-09-2000,529,sandwich loaves
28-09-2000,529,eggs
28-09-2000,530,spaghetti sauce
28-09-2000,530,poultry
28-09-2000,530,vegetables
28-09-2000,530,all- purpose
28-09-2000,530,bagels
28-09-2000,530,beef
28-09-2000,530,ice cream
28-09-2000,530,sandwich bags
28-09-2000,530,yogurt
28-09-2000,530,vegetables
28-09-2000,530,juice
28-09-2000,530,sandwich bags
29-09-2000,531,aluminum foil
29-09-2000,531,ice cream
29-09-2000,531,beef
29-09-2000,531,cheeses
29-09-2000,531,pork
29-09-2000,531,lunch meat
29-09-2000,531,individual meals
29-09-2000,531,lunch meat
29-09-2000,531,paper towels
29-09-2000,531,flour
29-09-2000,531,laundry detergent
29-09-2000,531,shampoo
29-09-2000,531,poultry
29-09-2000,531,sugar
29-09-2000,531,ice cream
29-09-2000,531,pork
29-09-2000,531,shampoo
29-09-2000,531,beef
29-09-2000,531,toilet paper
29-09-2000,531,butter
29-09-2000,531,dinner rolls
29-09-2000,531,ketchup
29-09-2000,531,ice cream
29-09-2000,531,hand soap
29-09-2000,531,eggs
29-09-2000,531,flour
29-09-2000,531,laundry detergent
29-09-2000,531,laundry detergent
29-09-2000,531,individual meals
29-09-2000,531,bagels
29-09-2000,531,lunch meat
29-09-2000,532,tortillas
29-09-2000,532,butter
29-09-2000,532,soda
29-09-2000,532,milk
29-09-2000,532,sandwich bags
29-09-2000,532,laundry detergent
29-09-2000,532,fruits
29-09-2000,532,cereals
29-09-2000,532,soda
29-09-2000,532,poultry
29-09-2000,532,butter
29-09-2000,532,eggs
29-09-2000,532,mixes
29-09-2000,532,aluminum foil
29-09-2000,532,cereals
29-09-2000,532,poultry
29-09-2000,532,lunch meat
29-09-2000,532,vegetables
29-09-2000,532,ketchup
29-09-2000,532,tortillas
29-09-2000,532,individual meals
29-09-2000,532,waffles
29-09-2000,532,mixes
29-09-2000,532,spaghetti sauce
29-09-2000,532,poultry
29-09-2000,532,individual meals
29-09-2000,532,vegetables
29-09-2000,532,aluminum foil
30-09-2000,533,beef
30-09-2000,533,poultry
30-09-2000,533,eggs
30-09-2000,533,yogurt
30-09-2000,533,sugar
30-09-2000,533,juice
30-09-2000,533,aluminum foil
30-09-2000,533,vegetables
30-09-2000,533,poultry
30-09-2000,533,vegetables
30-09-2000,533,waffles
30-09-2000,533,mixes
30-09-2000,533,vegetables
30-09-2000,533,bagels
30-09-2000,533,cheeses
30-09-2000,533,ketchup
30-09-2000,533,individual meals
30-09-2000,533,vegetables
30-09-2000,533,all- purpose
01-01-2001,534,mixes
01-01-2001,534,vegetables
01-01-2001,534,dinner rolls
01-01-2001,534,beef
01-01-2001,534,sandwich loaves
01-01-2001,534,flour
01-01-2001,534,poultry
01-01-2001,534,waffles
01-01-2001,534,dinner rolls
01-01-2001,534,soda
01-01-2001,534,beef
01-01-2001,534,bagels
01-01-2001,534,eggs
01-01-2001,534,coffee/tea
01-01-2001,534,cheeses
01-01-2001,534,vegetables
01-01-2001,534,soda
01-01-2001,534,sugar
01-01-2001,534,eggs
01-01-2001,534,dinner rolls
01-01-2001,534,flour
01-01-2001,534,ice cream
01-01-2001,534,sugar
01-01-2001,534,yogurt
01-01-2001,534,aluminum foil
01-01-2001,534,dishwashing liquid/detergent
01-01-2001,534,dinner rolls
01-01-2001,534,tortillas
01-01-2001,534,flour
01-01-2001,534,ketchup
01-01-2001,534,dinner rolls
01-01-2001,534,mixes
01-01-2001,535,yogurt
01-01-2001,535,tortillas
01-01-2001,535,laundry detergent
01-01-2001,535,flour
01-01-2001,535,ketchup
01-01-2001,535,butter
01-01-2001,535,vegetables
01-01-2001,535,mixes
01-01-2001,535,fruits
01-01-2001,535,lunch meat
01-01-2001,535,vegetables
01-01-2001,535,sandwich loaves
01-01-2001,535,pork
01-01-2001,535,cheeses
01-01-2001,535,milk
01-01-2001,535,pork
01-01-2001,535,all- purpose
01-01-2001,535,bagels
01-01-2001,535,poultry
01-01-2001,535,paper towels
01-01-2001,535,tortillas
01-01-2001,535,soda
01-01-2001,536,all- purpose
01-01-2001,536,coffee/tea
01-01-2001,536,ketchup
01-01-2001,536,shampoo
01-01-2001,536,waffles
01-01-2001,536,sandwich bags
01-01-2001,536,dishwashing liquid/detergent
01-01-2001,536,individual meals
01-01-2001,536,pork
01-01-2001,536,toilet paper
01-01-2001,536,ice cream
01-01-2001,536,ketchup
01-01-2001,536,lunch meat
01-01-2001,536,pasta
01-01-2001,536,soap
01-01-2001,536,juice
01-01-2001,536,all- purpose
01-01-2001,536,paper towels
02-01-2001,537,mixes
02-01-2001,537,vegetables
02-01-2001,537,paper towels
02-01-2001,537,tortillas
02-01-2001,537,poultry
02-01-2001,537,dinner rolls
02-01-2001,537,juice
02-01-2001,537,all- purpose
02-01-2001,537,lunch meat
02-01-2001,537,cheeses
02-01-2001,537,cereals
02-01-2001,537,spaghetti sauce
02-01-2001,537,coffee/tea
02-01-2001,537,shampoo
02-01-2001,537,sugar
02-01-2001,537,poultry
02-01-2001,537,shampoo
02-01-2001,537,all- purpose
02-01-2001,537,ice cream
02-01-2001,537,spaghetti sauce
02-01-2001,537,mixes
02-01-2001,537,hand soap
02-01-2001,537,dishwashing liquid/detergent
02-01-2001,537,hand soap
02-01-2001,537,poultry
02-01-2001,537,eggs
02-01-2001,537,vegetables
02-01-2001,537,butter
02-01-2001,537,soda
02-01-2001,537,bagels
03-01-2001,538,soap
03-01-2001,538,aluminum foil
03-01-2001,538,sandwich bags
03-01-2001,538,fruits
03-01-2001,538,cereals
03-01-2001,538,dinner rolls
03-01-2001,538,sandwich bags
03-01-2001,538,sandwich loaves
03-01-2001,539,toilet paper
03-01-2001,539,dishwashing liquid/detergent
03-01-2001,539,ice cream
03-01-2001,539,coffee/tea
03-01-2001,539,vegetables
03-01-2001,539,sugar
03-01-2001,539,cheeses
03-01-2001,539,tortillas
03-01-2001,539,hand soap
03-01-2001,539,poultry
03-01-2001,539,sugar
03-01-2001,539,soap
03-01-2001,539,tortillas
03-01-2001,539,ice cream
04-01-2001,540,yogurt
04-01-2001,540,bagels
04-01-2001,540,waffles
04-01-2001,540,milk
04-01-2001,540,bagels
04-01-2001,540,beef
04-01-2001,540,vegetables
04-01-2001,540,laundry detergent
04-01-2001,540,paper towels
04-01-2001,540,milk
04-01-2001,540,vegetables
04-01-2001,540,lunch meat
04-01-2001,540,shampoo
04-01-2001,540,toilet paper
04-01-2001,540,all- purpose
04-01-2001,540,fruits
05-01-2001,541,soap
05-01-2001,541,vegetables
05-01-2001,541,poultry
05-01-2001,541,juice
05-01-2001,541,sugar
05-01-2001,541,dinner rolls
05-01-2001,541,soda
05-01-2001,541,waffles
05-01-2001,541,dishwashing liquid/detergent
05-01-2001,541,milk
05-01-2001,541,fruits
05-01-2001,541,mixes
05-01-2001,541,lunch meat
05-01-2001,541,individual meals
05-01-2001,541,soda
05-01-2001,541,laundry detergent
05-01-2001,541,sugar
05-01-2001,541,vegetables
05-01-2001,541,lunch meat
05-01-2001,541,soap
05-01-2001,541,sandwich bags
05-01-2001,541,vegetables
05-01-2001,541,fruits
06-01-2001,542,yogurt
06-01-2001,542,pasta
06-01-2001,542,paper towels
06-01-2001,542,juice
06-01-2001,542,soap
06-01-2001,542,shampoo
06-01-2001,542,all- purpose
06-01-2001,542,cheeses
06-01-2001,542,laundry detergent
06-01-2001,542,poultry
06-01-2001,542,butter
06-01-2001,542,vegetables
06-01-2001,542,laundry detergent
06-01-2001,542,soap
06-01-2001,542,bagels
06-01-2001,542,milk
06-01-2001,542,bagels
06-01-2001,542,laundry detergent
06-01-2001,542,juice
06-01-2001,542,laundry detergent
06-01-2001,542,hand soap
06-01-2001,542,poultry
06-01-2001,542,eggs
06-01-2001,542,shampoo
06-01-2001,542,bagels
06-01-2001,542,ice cream
06-01-2001,542,lunch meat
06-01-2001,542,dishwashing liquid/detergent
06-01-2001,542,soda
06-01-2001,542,cheeses
06-01-2001,542,vegetables
06-01-2001,542,vegetables
06-01-2001,542,spaghetti sauce
07-01-2001,543,yogurt
07-01-2001,543,fruits
07-01-2001,543,bagels
07-01-2001,543,mixes
07-01-2001,543,soap
07-01-2001,543,waffles
07-01-2001,543,juice
07-01-2001,543,pasta
07-01-2001,543,pasta
07-01-2001,543,sandwich loaves
07-01-2001,543,hand soap
07-01-2001,543,mixes
07-01-2001,543,beef
07-01-2001,543,all- purpose
07-01-2001,543,pork
07-01-2001,543,dinner rolls
07-01-2001,543,flour
07-01-2001,543,bagels
07-01-2001,543,tortillas
07-01-2001,543,butter
07-01-2001,543,aluminum foil
07-01-2001,543,pork
07-01-2001,543,dishwashing liquid/detergent
07-01-2001,543,sandwich bags
07-01-2001,543,vegetables
07-01-2001,543,pasta
07-01-2001,543,bagels
07-01-2001,543,vegetables
07-01-2001,543,eggs
07-01-2001,543,eggs
07-01-2001,544,waffles
07-01-2001,544,paper towels
07-01-2001,544,butter
07-01-2001,544,toilet paper
07-01-2001,544,hand soap
07-01-2001,544,soap
07-01-2001,544,milk
07-01-2001,544,mixes
07-01-2001,544,fruits
07-01-2001,544,aluminum foil
07-01-2001,544,ice cream
07-01-2001,544,vegetables
07-01-2001,544,all- purpose
07-01-2001,544,poultry
07-01-2001,544,fruits
07-01-2001,544,coffee/tea
07-01-2001,544,butter
07-01-2001,544,cereals
07-01-2001,544,beef
07-01-2001,544,shampoo
07-01-2001,544,coffee/tea
07-01-2001,544,dishwashing liquid/detergent
07-01-2001,544,butter
07-01-2001,544,butter
07-01-2001,544,vegetables
07-01-2001,544,dishwashing liquid/detergent
08-01-2001,545,cereals
08-01-2001,545,pork
08-01-2001,545,laundry detergent
08-01-2001,545,vegetables
08-01-2001,545,pork
08-01-2001,545,soda
08-01-2001,545,pasta
08-01-2001,545,cereals
08-01-2001,545,juice
08-01-2001,545,sandwich loaves
08-01-2001,545,laundry detergent
08-01-2001,545,milk
08-01-2001,545,laundry detergent
08-01-2001,545,sandwich loaves
08-01-2001,545,sandwich bags
08-01-2001,545,tortillas
08-01-2001,545,pork
08-01-2001,545,aluminum foil
08-01-2001,545,butter
08-01-2001,545,ketchup
08-01-2001,545,cereals
08-01-2001,545,waffles
08-01-2001,545,yogurt
08-01-2001,545,dinner rolls
08-01-2001,545,laundry detergent
08-01-2001,545,juice
08-01-2001,545,laundry detergent
08-01-2001,545,mixes
08-01-2001,545,soap
08-01-2001,545,coffee/tea
08-01-2001,545,spaghetti sauce
08-01-2001,545,dishwashing liquid/detergent
08-01-2001,545,butter
09-01-2001,546,cheeses
09-01-2001,546,ice cream
09-01-2001,546,cheeses
09-01-2001,546,milk
09-01-2001,546,yogurt
09-01-2001,546,vegetables
09-01-2001,546,shampoo
09-01-2001,546,butter
09-01-2001,546,juice
09-01-2001,546,ice cream
09-01-2001,546,lunch meat
09-01-2001,546,paper towels
09-01-2001,546,cheeses
09-01-2001,546,individual meals
09-01-2001,546,coffee/tea
09-01-2001,546,fruits
09-01-2001,546,aluminum foil
09-01-2001,547,dishwashing liquid/detergent
09-01-2001,547,ice cream
09-01-2001,547,fruits
09-01-2001,547,juice
09-01-2001,547,shampoo
09-01-2001,547,individual meals
09-01-2001,547,individual meals
09-01-2001,547,butter
09-01-2001,547,cereals
09-01-2001,547,spaghetti sauce
09-01-2001,547,yogurt
09-01-2001,547,sugar
09-01-2001,547,shampoo
09-01-2001,547,sugar
09-01-2001,547,pasta
09-01-2001,548,ketchup
09-01-2001,548,tortillas
09-01-2001,548,juice
09-01-2001,548,milk
09-01-2001,548,soap
09-01-2001,548,dishwashing liquid/detergent
09-01-2001,548,vegetables
09-01-2001,548,beef
09-01-2001,548,ketchup
09-01-2001,548,toilet paper
09-01-2001,548,mixes
09-01-2001,548,sandwich loaves
09-01-2001,548,cheeses
09-01-2001,548,laundry detergent
09-01-2001,548,dishwashing liquid/detergent
09-01-2001,548,cheeses
09-01-2001,548,paper towels
09-01-2001,548,vegetables
09-01-2001,548,all- purpose
09-01-2001,548,yogurt
09-01-2001,548,beef
09-01-2001,548,juice
09-01-2001,549,waffles
09-01-2001,549,coffee/tea
09-01-2001,549,dishwashing liquid/detergent
09-01-2001,549,bagels
09-01-2001,549,butter
09-01-2001,549,pasta
09-01-2001,549,spaghetti sauce
09-01-2001,549,vegetables
09-01-2001,549,all- purpose
09-01-2001,549,coffee/tea
09-01-2001,549,mixes
09-01-2001,549,cereals
09-01-2001,549,spaghetti sauce
09-01-2001,549,bagels
09-01-2001,549,vegetables
09-01-2001,549,fruits
09-01-2001,549,laundry detergent
09-01-2001,549,fruits
09-01-2001,550,sandwich loaves
09-01-2001,550,all- purpose
09-01-2001,550,soap
09-01-2001,550,waffles
09-01-2001,550,vegetables
09-01-2001,550,sandwich loaves
09-01-2001,550,toilet paper
09-01-2001,550,sandwich loaves
09-01-2001,550,yogurt
09-01-2001,550,aluminum foil
09-01-2001,550,vegetables
09-01-2001,550,sandwich loaves
09-01-2001,550,paper towels
09-01-2001,550,toilet paper
09-01-2001,550,dinner rolls
09-01-2001,550,butter
09-01-2001,550,laundry detergent
09-01-2001,550,ketchup
09-01-2001,550,individual meals
09-01-2001,550,coffee/tea
09-01-2001,550,toilet paper
09-01-2001,550,sandwich loaves
09-01-2001,550,vegetables
09-01-2001,551,vegetables
09-01-2001,551,paper towels
09-01-2001,551,toilet paper
09-01-2001,551,spaghetti sauce
09-01-2001,551,vegetables
09-01-2001,551,spaghetti sauce
09-01-2001,551,waffles
09-01-2001,551,paper towels
09-01-2001,551,cereals
09-01-2001,551,sugar
09-01-2001,551,waffles
09-01-2001,551,waffles
09-01-2001,551,yogurt
09-01-2001,551,sandwich loaves
09-01-2001,551,pasta
09-01-2001,551,pasta
09-01-2001,551,dishwashing liquid/detergent
09-01-2001,551,paper towels
09-01-2001,551,paper towels
09-01-2001,551,cheeses
09-01-2001,552,ketchup
09-01-2001,552,laundry detergent
09-01-2001,552,vegetables
09-01-2001,552,mixes
09-01-2001,552,flour
09-01-2001,552,individual meals
09-01-2001,552,sandwich loaves
09-01-2001,552,sugar
09-01-2001,552,hand soap
09-01-2001,552,ice cream
09-01-2001,552,poultry
09-01-2001,552,dishwashing liquid/detergent
09-01-2001,552,coffee/tea
09-01-2001,552,vegetables
09-01-2001,552,coffee/tea
09-01-2001,552,spaghetti sauce
09-01-2001,552,vegetables
09-01-2001,552,spaghetti sauce
10-01-2001,553,milk
10-01-2001,553,bagels
10-01-2001,553,milk
10-01-2001,553,aluminum foil
10-01-2001,553,spaghetti sauce
10-01-2001,553,individual meals
10-01-2001,553,shampoo
10-01-2001,553,ketchup
10-01-2001,553,juice
10-01-2001,554,soda
10-01-2001,554,soda
10-01-2001,554,cheeses
10-01-2001,554,coffee/tea
10-01-2001,554,waffles
10-01-2001,554,aluminum foil
10-01-2001,554,poultry
10-01-2001,554,fruits
10-01-2001,554,vegetables
10-01-2001,554,vegetables
10-01-2001,554,tortillas
10-01-2001,554,ice cream
11-01-2001,555,ketchup
11-01-2001,555,cheeses
11-01-2001,555,hand soap
11-01-2001,555,flour
11-01-2001,555,sandwich bags
11-01-2001,555,cereals
11-01-2001,555,flour
11-01-2001,555,eggs
11-01-2001,555,hand soap
11-01-2001,555,laundry detergent
11-01-2001,555,vegetables
11-01-2001,555,hand soap
11-01-2001,555,sandwich loaves
11-01-2001,555,fruits
12-01-2001,556,waffles
12-01-2001,556,tortillas
12-01-2001,556,fruits
12-01-2001,556,bagels
12-01-2001,556,waffles
12-01-2001,556,coffee/tea
12-01-2001,556,vegetables
12-01-2001,556,vegetables
12-01-2001,556,yogurt
12-01-2001,556,ketchup
12-01-2001,556,all- purpose
12-01-2001,556,bagels
12-01-2001,556,ice cream
12-01-2001,556,ketchup
12-01-2001,556,beef
12-01-2001,556,vegetables
12-01-2001,556,beef
12-01-2001,556,pasta
12-01-2001,556,cheeses
12-01-2001,556,laundry detergent
12-01-2001,556,juice
12-01-2001,556,all- purpose
12-01-2001,556,fruits
12-01-2001,556,beef
12-01-2001,556,eggs
12-01-2001,556,coffee/tea
12-01-2001,556,fruits
12-01-2001,556,waffles
12-01-2001,556,cereals
12-01-2001,556,toilet paper
12-01-2001,557,sandwich loaves
12-01-2001,557,vegetables
12-01-2001,557,sandwich loaves
12-01-2001,557,poultry
12-01-2001,557,paper towels
12-01-2001,557,vegetables
12-01-2001,557,coffee/tea
13-01-2001,558,cereals
13-01-2001,558,cheeses
13-01-2001,558,hand soap
13-01-2001,558,paper towels
13-01-2001,558,dinner rolls
13-01-2001,558,all- purpose
13-01-2001,558,milk
13-01-2001,558,vegetables
13-01-2001,558,eggs
13-01-2001,558,sandwich loaves
13-01-2001,558,vegetables
13-01-2001,558,mixes
13-01-2001,558,ice cream
13-01-2001,558,vegetables
13-01-2001,558,hand soap
13-01-2001,558,cereals
13-01-2001,558,aluminum foil
13-01-2001,558,dinner rolls
13-01-2001,559,pork
13-01-2001,559,coffee/tea
13-01-2001,559,bagels
13-01-2001,559,hand soap
13-01-2001,559,ketchup
13-01-2001,559,mixes
13-01-2001,559,hand soap
13-01-2001,559,tortillas
13-01-2001,559,sandwich loaves
13-01-2001,559,eggs
13-01-2001,559,ice cream
13-01-2001,559,beef
13-01-2001,559,juice
13-01-2001,559,sandwich loaves
13-01-2001,559,yogurt
13-01-2001,559,spaghetti sauce
13-01-2001,559,milk
13-01-2001,559,soap
13-01-2001,559,sandwich bags
13-01-2001,559,cereals
13-01-2001,559,cheeses
14-01-2001,560,laundry detergent
14-01-2001,560,vegetables
14-01-2001,560,hand soap
14-01-2001,560,tortillas
14-01-2001,560,vegetables
14-01-2001,560,vegetables
